file_id,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,premise_one,premise_two,p1_outcome,p2_outcome,p1_sentence,p2_sentence,q1,q2,q3,q4,trial_number,q1_type,q2_type,q3_type,q4_type,response,question_order
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Clonaprolol were not cured</p><p>People who took Clonaprolol and Zotan were not cured</p>,null,html-keyboard-response,81,195590,0.0-2.0-1.13,A-,AB-,FALSE,FALSE,People who took Clonaprolol were not cured,People who took Clonaprolol and Zotan were not cured,How well does the combination of Clonaprolol and Zotan work?,How well does Zotan work?,null,How well does Clonaprolol work?,4,3,2,4,1,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,5133,<p>How well does the combination of Clonaprolol and Zotan work?</p>,NA,html-slider-response,82,200724,0.0-2.0-2.13,A-,AB-,FALSE,FALSE,People who took Clonaprolol were not cured,People who took Clonaprolol and Zotan were not cured,How well does the combination of Clonaprolol and Zotan work?,How well does Zotan work?,null,How well does Clonaprolol work?,4,3,2,4,1,47,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,3071,<p>How well does Zotan work?</p>,NA,html-slider-response,83,203796,0.0-2.0-3.13,A-,AB-,FALSE,FALSE,People who took Clonaprolol were not cured,People who took Clonaprolol and Zotan were not cured,How well does the combination of Clonaprolol and Zotan work?,How well does Zotan work?,null,How well does Clonaprolol work?,4,3,2,4,1,-3,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,84,203799,0.0-2.0-4.13,A-,AB-,FALSE,FALSE,People who took Clonaprolol were not cured,People who took Clonaprolol and Zotan were not cured,How well does the combination of Clonaprolol and Zotan work?,How well does Zotan work?,null,How well does Clonaprolol work?,4,3,2,4,1,null,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,661.0000000000291,<p>How well does Clonaprolol work?</p>,NA,html-slider-response,85,204461,0.0-2.0-5.13,A-,AB-,FALSE,FALSE,People who took Clonaprolol were not cured,People who took Clonaprolol and Zotan were not cured,How well does the combination of Clonaprolol and Zotan work?,How well does Zotan work?,null,How well does Clonaprolol work?,4,3,2,4,1,0,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,86,204961,0.0-2.0-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Copram and Lisinosone were not cured</p><p>People who took Pantonax were cured</p>,null,html-keyboard-response,87,209963,0.0-2.0-1.14,AB-,C+,FALSE,TRUE,People who took Copram and Lisinosone were not cured,People who took Pantonax were cured,How well does Copram work?,null,How well does the combination of Copram and Lisinosone work?,How well does Lisinosone work?,20,1,4,3,2,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,4161,<p>How well does Copram work?</p>,NA,html-slider-response,88,214125,0.0-2.0-2.14,AB-,C+,FALSE,TRUE,People who took Copram and Lisinosone were not cured,People who took Pantonax were cured,How well does Copram work?,null,How well does the combination of Copram and Lisinosone work?,How well does Lisinosone work?,20,1,4,3,2,-36,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,89,214129,0.0-2.0-3.14,AB-,C+,FALSE,TRUE,People who took Copram and Lisinosone were not cured,People who took Pantonax were cured,How well does Copram work?,null,How well does the combination of Copram and Lisinosone work?,How well does Lisinosone work?,20,1,4,3,2,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,3561,<p>How well does the combination of Copram and Lisinosone work?</p>,NA,html-slider-response,90,217690,0.0-2.0-4.14,AB-,C+,FALSE,TRUE,People who took Copram and Lisinosone were not cured,People who took Pantonax were cured,How well does Copram work?,null,How well does the combination of Copram and Lisinosone work?,How well does Lisinosone work?,20,1,4,3,2,-84,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,1942,<p>How well does Lisinosone work?</p>,NA,html-slider-response,91,219632,0.0-2.0-5.14,AB-,C+,FALSE,TRUE,People who took Copram and Lisinosone were not cured,People who took Pantonax were cured,How well does Copram work?,null,How well does the combination of Copram and Lisinosone work?,How well does Lisinosone work?,20,1,4,3,2,0,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,92,220134,0.0-2.0-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Trazocycline and Lisinopram were cured</p><p>People who took Clindagra were not cured</p>,null,html-keyboard-response,93,225135,0.0-2.0-1.15,AB+,C-,TRUE,FALSE,People who took Trazocycline and Lisinopram were cured,People who took Clindagra were not cured,How well does Trazocycline work?,How well does the combination of Trazocycline and Lisinopram work?,How well does Lisinopram work?,null,21,1,3,2,4,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,6112,<p>How well does Trazocycline work?</p>,NA,html-slider-response,94,231248,0.0-2.0-2.15,AB+,C-,TRUE,FALSE,People who took Trazocycline and Lisinopram were cured,People who took Clindagra were not cured,How well does Trazocycline work?,How well does the combination of Trazocycline and Lisinopram work?,How well does Lisinopram work?,null,21,1,3,2,4,0,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,967.0000000000291,<p>How well does the combination of Trazocycline and Lisinopram work?</p>,NA,html-slider-response,95,232216,0.0-2.0-3.15,AB+,C-,TRUE,FALSE,People who took Trazocycline and Lisinopram were cured,People who took Clindagra were not cured,How well does Trazocycline work?,How well does the combination of Trazocycline and Lisinopram work?,How well does Lisinopram work?,null,21,1,3,2,4,0,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,1010.9999999999709,<p>How well does Lisinopram work?</p>,NA,html-slider-response,96,233227,0.0-2.0-4.15,AB+,C-,TRUE,FALSE,People who took Trazocycline and Lisinopram were cured,People who took Clindagra were not cured,How well does Trazocycline work?,How well does the combination of Trazocycline and Lisinopram work?,How well does Lisinopram work?,null,21,1,3,2,4,0,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,97,233230,0.0-2.0-5.15,AB+,C-,TRUE,FALSE,People who took Trazocycline and Lisinopram were cured,People who took Clindagra were not cured,How well does Trazocycline work?,How well does the combination of Trazocycline and Lisinopram work?,How well does Lisinopram work?,null,21,1,3,2,4,null,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,98,233731,0.0-2.0-0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Lorataxicam were not cured</p><p>People who took Melozolam and Lorazecodone were cured</p>,null,html-keyboard-response,99,238733,0.0-2.0-1.16,C-,AB+,FALSE,TRUE,People who took Lorataxicam were not cured,People who took Melozolam and Lorazecodone were cured,How well does the combination of Melozolam and Lorazecodone work?,How well does Lorazecodone work?,How well does Melozolam work?,How well does Lorataxicam work?,17,4,3,2,1,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,3394.999999999971,<p>How well does the combination of Melozolam and Lorazecodone work?</p>,NA,html-slider-response,100,242129,0.0-2.0-2.16,C-,AB+,FALSE,TRUE,People who took Lorataxicam were not cured,People who took Melozolam and Lorazecodone were cured,How well does the combination of Melozolam and Lorazecodone work?,How well does Lorazecodone work?,How well does Melozolam work?,How well does Lorataxicam work?,17,4,3,2,1,88,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,3233,<p>How well does Lorazecodone work?</p>,NA,html-slider-response,101,245363,0.0-2.0-3.16,C-,AB+,FALSE,TRUE,People who took Lorataxicam were not cured,People who took Melozolam and Lorazecodone were cured,How well does the combination of Melozolam and Lorazecodone work?,How well does Lorazecodone work?,How well does Melozolam work?,How well does Lorataxicam work?,17,4,3,2,1,48,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2001,<p>How well does Melozolam work?</p>,NA,html-slider-response,102,247364,0.0-2.0-4.16,C-,AB+,FALSE,TRUE,People who took Lorataxicam were not cured,People who took Melozolam and Lorazecodone were cured,How well does the combination of Melozolam and Lorazecodone work?,How well does Lorazecodone work?,How well does Melozolam work?,How well does Lorataxicam work?,17,4,3,2,1,41,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,1296,<p>How well does Lorataxicam work?</p>,NA,html-slider-response,103,248660,0.0-2.0-5.16,C-,AB+,FALSE,TRUE,People who took Lorataxicam were not cured,People who took Melozolam and Lorazecodone were cured,How well does the combination of Melozolam and Lorazecodone work?,How well does Lorazecodone work?,How well does Melozolam work?,How well does Lorataxicam work?,17,4,3,2,1,0,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,104,249160,0.0-2.0-0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Amitrixen were cured</p><p>People who took Amitrixen and Cyclocycline were not cured</p>,null,html-keyboard-response,105,254162,0.0-2.0-1.17,A+,AB-,TRUE,FALSE,People who took Amitrixen were cured,People who took Amitrixen and Cyclocycline were not cured,How well does Cyclocycline work?,null,How well does the combination of Amitrixen and Cyclocycline work?,How well does Amitrixen work?,2,2,4,3,1,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,1970.999999999971,<p>How well does Cyclocycline work?</p>,NA,html-slider-response,106,256135,0.0-2.0-2.17,A+,AB-,TRUE,FALSE,People who took Amitrixen were cured,People who took Amitrixen and Cyclocycline were not cured,How well does Cyclocycline work?,null,How well does the combination of Amitrixen and Cyclocycline work?,How well does Amitrixen work?,2,2,4,3,1,0,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,107,256138,0.0-2.0-3.17,A+,AB-,TRUE,FALSE,People who took Amitrixen were cured,People who took Amitrixen and Cyclocycline were not cured,How well does Cyclocycline work?,null,How well does the combination of Amitrixen and Cyclocycline work?,How well does Amitrixen work?,2,2,4,3,1,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2479,<p>How well does the combination of Amitrixen and Cyclocycline work?</p>,NA,html-slider-response,108,258617,0.0-2.0-4.17,A+,AB-,TRUE,FALSE,People who took Amitrixen were cured,People who took Amitrixen and Cyclocycline were not cured,How well does Cyclocycline work?,null,How well does the combination of Amitrixen and Cyclocycline work?,How well does Amitrixen work?,2,2,4,3,1,-61,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,2411,<p>How well does Amitrixen work?</p>,NA,html-slider-response,109,261029,0.0-2.0-5.17,A+,AB-,TRUE,FALSE,People who took Amitrixen were cured,People who took Amitrixen and Cyclocycline were not cured,How well does Cyclocycline work?,null,How well does the combination of Amitrixen and Cyclocycline work?,How well does Amitrixen work?,2,2,4,3,1,83,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,110,261530,0.0-2.0-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Amlodine were not cured</p>,null,html-keyboard-response,111,266531,0.0-2.0-1.18,C-,null,FALSE,null,People who took Amlodine were not cured,null,How well does Amlodine work?,null,null,null,14,1,3,2,4,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,3867,<p>How well does Amlodine work?</p>,NA,html-slider-response,112,270400,0.0-2.0-2.18,C-,null,FALSE,null,People who took Amlodine were not cured,null,How well does Amlodine work?,null,null,null,14,1,3,2,4,-69,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,113,270404,0.0-2.0-3.18,C-,null,FALSE,null,People who took Amlodine were not cured,null,How well does Amlodine work?,null,null,null,14,1,3,2,4,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,114,270407,0.0-2.0-4.18,C-,null,FALSE,null,People who took Amlodine were not cured,null,How well does Amlodine work?,null,null,null,14,1,3,2,4,null,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,115,270428,0.0-2.0-5.18,C-,null,FALSE,null,People who took Amlodine were not cured,null,How well does Amlodine work?,null,null,null,14,1,3,2,4,null,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,116,270929,0.0-2.0-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Losatrin and Atorvacillin were cured</p>,null,html-keyboard-response,117,275931,0.0-2.0-1.19,AB+,null,TRUE,null,People who took Losatrin and Atorvacillin were cured,null,How well does the combination of Losatrin and Atorvacillin work?,How well does Atorvacillin work?,How well does Losatrin work?,null,11,3,2,1,4,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,2890,<p>How well does the combination of Losatrin and Atorvacillin work?</p>,NA,html-slider-response,118,278823,0.0-2.0-2.19,AB+,null,TRUE,null,People who took Losatrin and Atorvacillin were cured,null,How well does the combination of Losatrin and Atorvacillin work?,How well does Atorvacillin work?,How well does Losatrin work?,null,11,3,2,1,4,97,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,4049,<p>How well does Atorvacillin work?</p>,NA,html-slider-response,119,282872,0.0-2.0-3.19,AB+,null,TRUE,null,People who took Losatrin and Atorvacillin were cured,null,How well does the combination of Losatrin and Atorvacillin work?,How well does Atorvacillin work?,How well does Losatrin work?,null,11,3,2,1,4,43,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2065,<p>How well does Losatrin work?</p>,NA,html-slider-response,120,284938,0.0-2.0-4.19,AB+,null,TRUE,null,People who took Losatrin and Atorvacillin were cured,null,How well does the combination of Losatrin and Atorvacillin work?,How well does Atorvacillin work?,How well does Losatrin work?,null,11,3,2,1,4,42,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,121,284941,0.0-2.0-5.19,AB+,null,TRUE,null,People who took Losatrin and Atorvacillin were cured,null,How well does the combination of Losatrin and Atorvacillin work?,How well does Atorvacillin work?,How well does Losatrin work?,null,11,3,2,1,4,null,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,122,285442,0.0-2.0-0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Viacillin were cured</p><p>People who took Metfodipine and Citaloprazole were cured</p>,null,html-keyboard-response,123,290443,0.0-2.0-1.20,C+,AB+,TRUE,TRUE,People who took Viacillin were cured,People who took Metfodipine and Citaloprazole were cured,How well does Citaloprazole work?,How well does the combination of Metfodipine and Citaloprazole work?,How well does Metfodipine work?,How well does Viacillin work?,15,3,4,2,1,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,6314,<p>How well does Citaloprazole work?</p>,NA,html-slider-response,124,296758,0.0-2.0-2.20,C+,AB+,TRUE,TRUE,People who took Viacillin were cured,People who took Metfodipine and Citaloprazole were cured,How well does Citaloprazole work?,How well does the combination of Metfodipine and Citaloprazole work?,How well does Metfodipine work?,How well does Viacillin work?,15,3,4,2,1,-50,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,2542,<p>How well does the combination of Metfodipine and Citaloprazole work?</p>,NA,html-slider-response,125,299301,0.0-2.0-3.20,C+,AB+,TRUE,TRUE,People who took Viacillin were cured,People who took Metfodipine and Citaloprazole were cured,How well does Citaloprazole work?,How well does the combination of Metfodipine and Citaloprazole work?,How well does Metfodipine work?,How well does Viacillin work?,15,3,4,2,1,61,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,1742,<p>How well does Metfodipine work?</p>,NA,html-slider-response,126,301044,0.0-2.0-4.20,C+,AB+,TRUE,TRUE,People who took Viacillin were cured,People who took Metfodipine and Citaloprazole were cured,How well does Citaloprazole work?,How well does the combination of Metfodipine and Citaloprazole work?,How well does Metfodipine work?,How well does Viacillin work?,15,3,4,2,1,0,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,529,<p>How well does Viacillin work?</p>,NA,html-slider-response,127,301574,0.0-2.0-5.20,C+,AB+,TRUE,TRUE,People who took Viacillin were cured,People who took Metfodipine and Citaloprazole were cured,How well does Citaloprazole work?,How well does the combination of Metfodipine and Citaloprazole work?,How well does Metfodipine work?,How well does Viacillin work?,15,3,4,2,1,0,q4
data_2019-09-03-13-16-47_zo6z1ejiuj,null,+,null,html-keyboard-response,128,302076,0.0-2.0-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>People who took Oxypram were cured</p><p>People who took Oxypram and Lorazepro were cured</p>,null,html-keyboard-response,129,307078,0.0-2.0-1.21,A+,AB+,TRUE,TRUE,People who took Oxypram were cured,People who took Oxypram and Lorazepro were cured,How well does Oxypram work?,null,How well does Lorazepro work?,How well does the combination of Oxypram and Lorazepro work?,1,1,4,2,3,NA,NA
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>How well does Oxypram work?</p>,NA,html-slider-response,130,317080,0.0-2.0-2.21,A+,AB+,TRUE,TRUE,People who took Oxypram were cured,People who took Oxypram and Lorazepro were cured,How well does Oxypram work?,null,How well does Lorazepro work?,How well does the combination of Oxypram and Lorazepro work?,1,1,4,2,3,null,q1
data_2019-09-03-13-16-47_zo6z1ejiuj,null,<p>null</p>,NA,html-slider-response,131,317085,0.0-2.0-3.21,A+,AB+,TRUE,TRUE,People who took Oxypram were cured,People who took Oxypram and Lorazepro were cured,How well does Oxypram work?,null,How well does Lorazepro work?,How well does the combination of Oxypram and Lorazepro work?,1,1,4,2,3,null,q2
data_2019-09-03-13-16-47_zo6z1ejiuj,2646,<p>How well does Lorazepro work?</p>,NA,html-slider-response,132,319731,0.0-2.0-4.21,A+,AB+,TRUE,TRUE,People who took Oxypram were cured,People who took Oxypram and Lorazepro were cured,How well does Oxypram work?,null,How well does Lorazepro work?,How well does the combination of Oxypram and Lorazepro work?,1,1,4,2,3,0,q3
data_2019-09-03-13-16-47_zo6z1ejiuj,882,<p>How well does the combination of Oxypram and Lorazepro work?</p>,NA,html-slider-response,133,320614,0.0-2.0-5.21,A+,AB+,TRUE,TRUE,People who took Oxypram were cured,People who took Oxypram and Lorazepro were cured,How well does Oxypram work?,null,How well does Lorazepro work?,How well does the combination of Oxypram and Lorazepro work?,1,1,4,2,3,0,q4
